DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,Supervisor Districts,Fire Prevention Districts,Current Police Districts,Neighborhoods - Analysis Boundaries,Zip Codes
4,Thursday,11AM,12PM,19MFF-00055,400 BEALE ST,Set-up at 430 Beale St: 11:55am-12:00pm,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336738,,11:00,12:00,2867000,05/20/2011 04:49:17 PM,05/20/2011 04:49:37 PM,3766,012,Y,Quan Catering,6015202.7183,2114686.28863,37.787379499857025,-122.39118244266078,"(37.787379499857, -122.391182442661)",9,6,2,8,28855
5,Friday,1PM,2PM,19MFF-00054,250 BROADWAY,"9:10am-9:20am, 1:25pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336681,,13:00,14:00,3145000,06/16/2011 02:20:19 PM,06/16/2011 02:25:05 PM,0142,002,Y,Mike's Catering,6012257.65496,2118817.02731,37.798557651458736,-122.40166225954316,"(37.7985576514587, -122.401662259543)",10,3,1,8,28860
2,Tuesday,6AM,7AM,19MFF-00056,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336759,,06:00,07:00,7254000,06/10/2011 09:37:16 AM,06/10/2011 09:37:36 AM,4645,015,Y,Park's Catering,6019359.973,2094482.884,37.732134951922227,-122.37539807856734,"(37.7321349519222, -122.375398078567)",8,10,3,1,58
2,Tuesday,9AM,10AM,19MFF-00054,250 BROADWAY,"9:10am-9:20am, 1:25pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336681,,09:00,10:00,3145000,06/16/2011 02:20:19 PM,06/16/2011 02:25:05 PM,0142,002,Y,Mike's Catering,6012257.65496,2118817.02731,37.798557651458736,-122.40166225954316,"(37.7985576514587, -122.401662259543)",10,3,1,8,28860
5,Friday,10AM,11AM,19MFF-00057,2401 BAY SHORE BLVD,10:45am-11:00am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",1336774,,10:00,11:00,2825101,08/29/2011 04:44:44 PM,08/29/2011 04:44:56 PM,5087,003A,Y,Golden Catering,6011058.54374,2087018.26704,37.711178307043554,-122.40357311518119,"(37.7111783070436, -122.403573115181)",8,10,3,1,309
1,Monday,11AM,12PM,19MFF-00056,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336759,,11:00,12:00,7254000,06/10/2011 09:37:16 AM,06/10/2011 09:37:36 AM,4645,015,Y,Park's Catering,6019359.973,2094482.884,37.732134951922227,-122.37539807856734,"(37.7321349519222, -122.375398078567)",8,10,3,1,58
4,Thursday,8AM,9AM,19MFF-00056,2020 EVANS AVE,8:25am-8:30am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336756,,08:00,09:00,5340000,06/07/2011 04:15:15 PM,06/07/2011 04:15:31 PM,4347A,000,Y,Park's Catering,6013465.91180051,2100189.50722397,37.747478024045208,-122.39617509638114,"(37.7474780240452, -122.396175096381)",8,10,3,1,58
2,Tuesday,10AM,11AM,19MFF-00054,1310 MINNESOTA ST,"10:30am-10:45am, 1:00pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336686,,10:00,11:00,9059000,06/16/2011 01:28:15 PM,06/16/2011 01:28:44 PM,4228,129,Y,Mike's Catering,6015323.07395,2102466.83234,37.753834240160835,-122.38991214778083,"(37.7538342401608, -122.389912147781)",8,10,3,26,28856
1,Monday,10AM,11AM,19MFF-00054,1310 MINNESOTA ST,"10:30am-10:45am, 1:00pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336686,,10:00,11:00,9059000,06/16/2011 01:28:15 PM,06/16/2011 01:28:44 PM,4228,129,Y,Mike's Catering,6015323.07395,2102466.83234,37.753834240160835,-122.38991214778083,"(37.7538342401608, -122.389912147781)",8,10,3,26,28856
4,Thursday,10AM,11AM,19MFF-00056,2525 MARIN ST,10:15am-10:20am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336761,,10:00,11:00,8700000,06/07/2011 04:30:45 PM,06/07/2011 04:31:06 PM,4343,001D,Y,Park's Catering,6011682.16711,2100464.95536,37.748134933544691,-122.40236257004895,"(37.7481349335447, -122.402362570049)",8,10,3,1,58
2,Tuesday,11AM,12PM,19MFF-00054,2200 CESAR CHAVEZ ST,11:30am-11:40am,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336680,,11:00,12:00,2477000,06/16/2011 01:34:13 PM,06/16/2011 01:34:31 PM,4327A,007,Y,Mike's Catering,6012829.80824,2101000.93277,37.749670610436276,-122.39843164260542,"(37.7496706104363, -122.398431642605)",8,10,3,1,58
5,Friday,9AM,11AM,19MFF-00054,Assessors Block 8722/Lot005,"Setup at 2 Terry A Francois Blvd. 9:45am-10:15am, 11:45am-12:15pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336676,,09:00,11:00,12532003,06/16/2011 02:34:25 PM,06/16/2011 02:34:59 PM,8722,005,Y,Mike's Catering,6016501.447,2108199.438,37.769640032217687,-122.38623665419902,"(37.7696400322177, -122.386236654199)",9,14,3,4,310
1,Monday,11AM,1PM,19MFF-00054,Assessors Block 4228/Lot080,Setup at 1345 Indiana St. 7:15am-7:30am,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336684,,11:00,13:00,7198000,06/16/2011 02:28:28 PM,06/16/2011 02:28:48 PM,4228,080,Y,Mike's Catering,6015176.72777,2102413.60751,37.753679978967476,-122.39041453229369,"(37.7536799789675, -122.390414532294)",8,10,3,26,28856
3,Wednesday,9AM,10AM,19MFF-00055,645 BRYANT ST,9:25am-9:30am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336740,,09:00,10:00,3285000,03/28/2012 04:39:47 PM,04/10/2012 09:54:23 AM,3777,051,Y,Quan Catering,6012873.63893,2111582.90828,37.778728808654627,-122.39902272047107,"(37.7787288086546, -122.399022720471)",9,6,2,34,28856
4,Thursday,12PM,1PM,19MFF-00054,Assessors Block 8722/Lot005,"Setup at 2 Terry A Francois Blvd. 9:45am-10:15am, 11:45am-12:15pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336676,,12:00,13:00,12532003,06/16/2011 02:34:25 PM,06/16/2011 02:34:59 PM,8722,005,Y,Mike's Catering,6016501.447,2108199.438,37.769640032217687,-122.38623665419902,"(37.7696400322177, -122.386236654199)",9,14,3,4,310
0,Sunday,9AM,2PM,19MFF-00054,Assessors Block 3788/Lot002,"Setup at 56 Stanford St. 9:00am-3:00pm (Sat), 9:30am-2:00pm (Sun)","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336674,,09:00,14:00,12068000,06/16/2011 02:40:25 PM,06/16/2011 02:41:52 PM,3788,002,Y,Mike's Catering,6015005.151,2112394.09,37.78107467807542,-122.39170566116685,"(37.7810746780754, -122.391705661167)",9,6,2,8,28856
3,Wednesday,9AM,10AM,19MFF-00056,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336752,,09:00,10:00,3376000,06/17/2011 02:52:28 PM,06/17/2011 02:53:01 PM,5203,043,Y,Park's Catering,6016221.53623,2099116.91482,37.744685848163229,-122.3865714588034,"(37.7446858481632, -122.386571458803)",8,10,3,1,58
3,Wednesday,7AM,8AM,19MFF-00056,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336752,,07:00,08:00,3376000,06/17/2011 02:52:28 PM,06/17/2011 02:53:01 PM,5203,043,Y,Park's Catering,6016221.53623,2099116.91482,37.744685848163229,-122.3865714588034,"(37.7446858481632, -122.386571458803)",8,10,3,1,58
6,Saturday,10AM,11AM,19MFF-00057,101 EXECUTIVE PARK BLVD,10:00am-10:05am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",1336776,,10:00,11:00,5372202,08/29/2011 04:52:48 PM,08/29/2011 04:53:06 PM,4991,241,Y,Golden Catering,6013626.81853,2086973.71432,37.711199100308754,-122.39469333939546,"(37.7111991003088, -122.394693339395)",8,10,3,1,58
1,Monday,11AM,12PM,19MFF-00055,151 EXECUTIVE PARK BLVD,"9:45am-9:50am, 11:50am-11:55am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336743,,11:00,12:00,51657000,03/28/2012 04:42:00 PM,04/10/2012 09:55:28 AM,4991,089,Y,Quan Catering,6013914.933,2087053.31143,37.711433672924784,-122.39370310438161,"(37.7114336729248, -122.393703104382)",8,10,3,1,58
0,Sunday,1PM,4PM,19MFF-00068,34 ELLIS ST,In front of 34 Ellis Street entrance way,"Baos, bowls & drinks",1337267,,13:00,16:00,5169000,03/07/2011 10:40:49 AM,01/27/2012 03:21:56 PM,0307,008,N,"Chairman SF, LLC",6010754.54372,2114169.10049,37.785711570310717,-122.40653582218187,"(37.7857115703107, -122.406535822182)",10,14,10,8,28852
3,Wednesday,12PM,1PM,19MFF-00056,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336752,,12:00,13:00,3376000,06/17/2011 02:52:28 PM,06/17/2011 02:53:01 PM,5203,043,Y,Park's Catering,6016221.53623,2099116.91482,37.744685848163229,-122.3865714588034,"(37.7446858481632, -122.386571458803)",8,10,3,1,58
1,Monday,9AM,10AM,19MFF-00056,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336752,,09:00,10:00,3376000,06/17/2011 02:52:28 PM,06/17/2011 02:53:01 PM,5203,043,Y,Park's Catering,6016221.53623,2099116.91482,37.744685848163229,-122.3865714588034,"(37.7446858481632, -122.386571458803)",8,10,3,1,58
2,Tuesday,7AM,8AM,19MFF-00055,3305 03RD ST,"Set-up at 696 Amador St: 7:00am-8:00am, 10:20am-10:30am, 11:40am-11:50am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336731,,07:00,08:00,15086000,04/10/2012 09:51:35 AM,04/10/2012 09:55:52 AM,4502A,002,Y,Quan Catering,6016067.65644,2100153.34551,37.747523152855791,-122.38717582851899,"(37.7475231528558, -122.387175828519)",,,3,,58
4,Thursday,10AM,12PM,19MFF-00055,3305 03RD ST,"Set-up at 696 Amador St: 7:00am-8:00am, 10:20am-10:30am, 11:40am-11:50am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336731,,10:00,12:00,15086000,04/10/2012 09:51:35 AM,04/10/2012 09:55:52 AM,4502A,002,Y,Quan Catering,6016067.65644,2100153.34551,37.747523152855791,-122.38717582851899,"(37.7475231528558, -122.387175828519)",,,3,,58
4,Thursday,11AM,1PM,19MFF-00054,860 BROADWAY,Setup at 850 Broadway. 12:00pm-12:15pm,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336682,,11:00,13:00,3157000,06/16/2011 02:36:49 PM,06/16/2011 02:37:12 PM,0148,009,Y,Mike's Catering,6009462.12199,2118450.42032,37.797394646065591,-122.41130980565379,"(37.7973946460656, -122.411309805654)",10,3,1,6,308
1,Monday,10AM,11AM,19MFF-00056,3450 03RD ST,10:25am-10:30am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336747,,10:00,11:00,198201,06/07/2011 04:31:45 PM,06/07/2011 04:32:12 PM,5211,029,Y,Park's Catering,6015841.40345,2099487.67011,37.745682814255154,-122.38791176143263,"(37.7456828142552, -122.387911761433)",8,10,3,1,58
1,Monday,10AM,12PM,19MFF-00055,222 02ND ST,"10:05am-10:10am, 11:30am-11:40am","Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336730,,10:00,12:00,135000,04/10/2012 10:00:05 AM,04/10/2012 10:00:23 AM,3735,063,Y,Quan Catering,6013205.99435,2114380.7873,37.786429654603488,-122.39806930014173,"(37.7864296546035, -122.398069300142)",9,6,2,8,28855
4,Thursday,10AM,11AM,19MFF-00057,301 EXECUTIVE PARK BLVD,10:10am-10:25am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",1336777,,10:00,11:00,5374000,08/29/2011 04:56:30 PM,08/29/2011 04:56:43 PM,4991,240,Y,Golden Catering,6014761.54077,2086930.26079,37.711142808617247,-122.39076839082233,"(37.7111428086172, -122.390768390822)",8,10,3,1,58
4,Thursday,8AM,9AM,19MFF-00055,2111 LANE ST,8:10am-8:25am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336744,,08:00,09:00,8095000,03/28/2012 04:30:37 PM,03/28/2012 04:33:05 PM,5387,022,Y,Quan Catering,6014430.52562,2093475.3221,37.729095881394009,-122.39236995815453,"(37.729095881394, -122.392369958155)",8,10,3,1,58
5,Friday,9AM,10AM,19MFF-00055,2555 BAY SHORE BLVD,9:35am-9:40am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336737,,09:00,10:00,2826101,03/28/2012 04:40:26 PM,04/10/2012 09:54:45 AM,5100,002,Y,Quan Catering,6010744.34835,2086421.12822,37.7095211282262,-122.40461704865776,"(37.7095211282262, -122.404617048658)",8,10,3,1,309
1,Monday,11AM,12PM,19MFF-00056,Assessors Block 4644/Lot008,"Setup at 780 Innes Ave. 6:20am-6:30am, 10:10am-10:15am, 11:50am-12:00pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336758,,11:00,12:00,7253000,06/07/2011 03:53:06 PM,06/07/2011 03:53:52 PM,4644,008,Y,Park's Catering,6019956.89,2094023.408,37.730906150359694,-122.37330257748522,"(37.7309061503597, -122.373302577485)",8,10,3,1,58
2,Tuesday,8AM,10AM,19MFF-00056,1555 BURKE AVE,8:55am-9:10am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336751,,08:00,10:00,3376000,06/07/2011 04:26:26 PM,06/07/2011 04:26:43 PM,5203,067,Y,Park's Catering,6016347.00827,2099023.11157,37.744435228981637,-122.38613105886712,"(37.7444352289816, -122.386131058867)",8,10,3,1,58
5,Friday,10AM,11AM,19MFF-00057,301 EXECUTIVE PARK BLVD,10:10am-10:25am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",1336777,,10:00,11:00,5374000,08/29/2011 04:56:30 PM,08/29/2011 04:56:43 PM,4991,240,Y,Golden Catering,6014761.54077,2086930.26079,37.711142808617247,-122.39076839082233,"(37.7111428086172, -122.390768390822)",8,10,3,1,58
1,Monday,10AM,11AM,19MFF-00056,525 PHELPS ST,10:35am-10:40am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336745,,10:00,11:00,10397000,06/07/2011 04:32:42 PM,06/07/2011 04:33:04 PM,5242,015,Y,Park's Catering,6015469.99789,2098212.94053,37.742162087827104,-122.38910704870085,"(37.7421620878271, -122.389107048701)",8,10,3,1,58
5,Friday,10AM,11AM,19MFF-00056,Assessors Block 4644/Lot008,"Setup at 780 Innes Ave. 6:20am-6:30am, 10:10am-10:15am, 11:50am-12:00pm (all M-F)","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336758,,10:00,11:00,7253000,06/07/2011 03:53:06 PM,06/07/2011 03:53:52 PM,4644,008,Y,Park's Catering,6019956.89,2094023.408,37.730906150359694,-122.37330257748522,"(37.7309061503597, -122.373302577485)",8,10,3,1,58
4,Thursday,11AM,12PM,19MFF-00056,Assessors Block 4755/Lot049,"Setup at 800 Fitch St (NWC of Arelius & Quesada). 6:10am-6:20am, 10:05am-10:10am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336757,,11:00,12:00,5582000,06/10/2011 09:26:43 AM,06/10/2011 09:30:35 AM,4755,049,Y,Park's Catering,6018439.93443,2092406.50106,37.726382932182176,-122.37843478266778,"(37.7263829321822, -122.378434782668)",8,10,3,1,58
5,Friday,12PM,1PM,19MFF-00054,Assessors Block 3788/Lot002,"Setup at 56 Stanford St. 9:00am-3:00pm (Sat), 9:30am-2:00pm (Sun)","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336674,,12:00,13:00,12068000,06/16/2011 02:40:25 PM,06/16/2011 02:41:52 PM,3788,002,Y,Mike's Catering,6015005.151,2112394.09,37.78107467807542,-122.39170566116685,"(37.7810746780754, -122.391705661167)",9,6,2,8,28856
1,Monday,7AM,8AM,19MFF-00054,Assessors Block 4228/Lot080,Setup at 1345 Indiana St. 7:15am-7:30am,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336684,,07:00,08:00,7198000,06/16/2011 02:28:28 PM,06/16/2011 02:28:48 PM,4228,080,Y,Mike's Catering,6015176.72777,2102413.60751,37.753679978967476,-122.39041453229369,"(37.7536799789675, -122.390414532294)",8,10,3,26,28856
2,Tuesday,11AM,12PM,19MFF-00056,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336759,,11:00,12:00,7254000,06/10/2011 09:37:16 AM,06/10/2011 09:37:36 AM,4645,015,Y,Park's Catering,6019359.973,2094482.884,37.732134951922227,-122.37539807856734,"(37.7321349519222, -122.375398078567)",8,10,3,1,58
4,Thursday,10AM,11AM,19MFF-00056,Assessors Block 4755/Lot049,"Setup at 800 Fitch St (NWC of Arelius & Quesada). 6:10am-6:20am, 10:05am-10:10am","Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336757,,10:00,11:00,5582000,06/10/2011 09:26:43 AM,06/10/2011 09:30:35 AM,4755,049,Y,Park's Catering,6018439.93443,2092406.50106,37.726382932182176,-122.37843478266778,"(37.7263829321822, -122.378434782668)",8,10,3,1,58
3,Wednesday,10AM,11AM,19MFF-00056,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336759,,10:00,11:00,7254000,06/10/2011 09:37:16 AM,06/10/2011 09:37:36 AM,4645,015,Y,Park's Catering,6019359.973,2094482.884,37.732134951922227,-122.37539807856734,"(37.7321349519222, -122.375398078567)",8,10,3,1,58
1,Monday,8AM,9AM,19MFF-00056,10 LOOMIS ST,8:15am-8:20am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336760,,08:00,09:00,8483000,06/07/2011 04:14:18 PM,06/07/2011 04:14:36 PM,5560,100,Y,Park's Catering,6011331.76687,2098875.81365,37.743751927342373,-122.40346246384074,"(37.7437519273424, -122.403462463841)",8,10,3,1,58
4,Thursday,1PM,2PM,19MFF-00054,250 BROADWAY,"9:10am-9:20am, 1:25pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336681,,13:00,14:00,3145000,06/16/2011 02:20:19 PM,06/16/2011 02:25:05 PM,0142,002,Y,Mike's Catering,6012257.65496,2118817.02731,37.798557651458736,-122.40166225954316,"(37.7985576514587, -122.401662259543)",10,3,1,8,28860
1,Monday,9AM,11AM,19MFF-00054,Assessors Block 4228/Lot080,Setup at 1345 Indiana St. 7:15am-7:30am,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336684,,09:00,11:00,7198000,06/16/2011 02:28:28 PM,06/16/2011 02:28:48 PM,4228,080,Y,Mike's Catering,6015176.72777,2102413.60751,37.753679978967476,-122.39041453229369,"(37.7536799789675, -122.390414532294)",8,10,3,26,28856
1,Monday,9AM,10AM,19MFF-00054,435 23RD ST,9:45am-9:50am,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",1336675,,09:00,10:00,1232000,06/16/2011 01:26:19 PM,06/16/2011 01:26:36 PM,4232,010,Y,Mike's Catering,6016691.32292,2103048.06871,37.75550597836245,-122.38522087912584,"(37.7555059783625, -122.385220879126)",8,10,3,26,28856
2,Tuesday,10AM,11AM,19MFF-00056,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"Cold Truck: Hamburger, cheeseburgers, hot dogs, hot sandwiches, cold sandwiches, egg muffins, cup of noodles, corn dogs, canned soup, coffee, hot cocoa, hot tea, gatorade, juice, milk, soda, water, fruits, fruit salad, rice pudding, yogurt, candy bars, chips, cookies, donuts, granola bars, muffins",1336759,,10:00,11:00,7254000,06/10/2011 09:37:16 AM,06/10/2011 09:37:36 AM,4645,015,Y,Park's Catering,6019359.973,2094482.884,37.732134951922227,-122.37539807856734,"(37.7321349519222, -122.375398078567)",8,10,3,1,58
3,Wednesday,11AM,12PM,19MFF-00057,601 CRESCENT AVE,11:25am-11:30am,"Cold Truck: Pre-packaged Sandwiches, Various Beverages, Salads, Snacks",1336775,,11:00,12:00,4494000,08/29/2011 04:57:56 PM,08/29/2011 04:58:09 PM,5741,016,Y,Golden Catering,6007776.69785,2095716.79039,37.734878735133719,-122.41553147086064,"(37.7348787351337, -122.415531470861)",7,2,4,2,28859
5,Friday,9AM,10AM,19MFF-00055,1301 CESAR CHAVEZ ST,9:40am-9:45am,"Cold Truck: Soft drinks, cup cakes, potato chips, cookies, gum, sandwiches (hot & cold), peanuts, muffins, coff (hot & cold), water, juice, yoplait, milk, orange juice, sunflower seeds, can foods, burritos, buscuits, chimichangas, rice krispies",1336735,,09:00,10:00,2471000,03/28/2012 04:41:03 PM,04/10/2012 09:55:03 AM,4352,007,Y,Quan Catering,6015135.671,2101097.55245,37.750064092127545,-122.39046456696033,"(37.7500640921275, -122.39046456696)",8,10,3,1,58
